-4.404236556549325776e+00,3.832532904673708885e-01,-1.555533122596653106e+00,-2.106736561279022091e+00,-9.935189231541465826e-01,6.418763782509987470e-01,-2.428113431763342156e+00,1.601863551894627369e+00,1.317293115950329607e+00,-7.493361932205701237e+00
3.144934016932772636e+00,-2.542076289596281846e+00,3.897050638949425938e+00,2.160893530267550044e+00,9.572748829019749328e-01,-1.471292829343964659e+00,-1.644268370937728818e+00,-7.787851926538443825e-01,2.589678179593947860e+00,6.967053171861985472e-01
9.251015083918968651e-01,-1.223068569449690335e+00,-4.372576602407458879e-02,1.409650217499301972e-01,3.311038441247354802e-01,8.186000571866921538e-01,2.797939308447830342e+00,-1.067703473623237143e+00,6.801221336879281765e-01,-1.510097315275604313e+00
-8.228982343771695795e+00,8.949924336981847084e-01,-3.467068872196778173e+00,-4.748938928116384517e+00,-9.348677726101880525e-01,2.071821541592590687e+00,2.945674491039276699e+00,3.017443286010354608e+00,2.687895253120108130e+00,-1.072539667277230357e+01
-6.513125272113361675e+00,1.535011771307587480e+00,-1.956054162650783690e+00,-3.091519533889042659e+00,-1.487691348693463977e+00,2.008041009713091088e-02,-4.648140825878572802e-01,2.865685447559565446e+00,3.495697270515048416e+00,-7.409408190339851430e+00
-1.077319932302055250e+00,1.096262029244023717e+00,-1.211224738866516049e+00,-1.627788107651747751e+00,2.986093970928721530e-03,8.298174902530899288e-01,-3.541507400481505030e-01,6.808525944371013328e-02,6.126017894577577838e-01,-2.353446074838319024e-01
1.747587067808369143e+00,2.727328022818747755e+00,-2.971123205960528146e+00,7.180471030082213879e-02,-6.358294430252685592e-01,2.155883378458561261e-01,-2.329066846958950388e-01,-1.206589367955288150e+00,-3.333422267208772549e+00,4.619835404612797625e+00
-7.436138970607234278e+00,2.959127161731217814e+00,-4.261178716251394327e+00,-4.368282789633287422e+00,-7.304396280019267440e-01,1.526965539421011098e+00,2.407267020345182917e-02,2.382555368626547043e+00,1.939317439661722320e+00,-6.832256641400925368e+00
-5.604155148194820413e-01,-1.004587441550530480e+00,1.500041202247390348e+00,-7.479390578774993692e-01,4.787518161820154550e-01,3.135250718859821095e-01,1.022412085308864071e+00,6.052377714642890316e-01,3.545104225703401113e+00,-4.262548394231648885e+00
1.338475495448445240e+00,-1.709957602855391112e+00,7.251641732157083631e-01,7.435244019999980303e-01,1.799954660690464281e-01,-4.899870296207359255e-01,2.138133913996264290e+00,2.267233287889204030e-01,1.179036007062291613e+00,1.525574912067625188e+00
3.827508099864857627e+00,1.075289764102762557e+00,-2.885298916875389530e-01,-4.352138328594916672e-01,-8.473144009956730116e-01,4.261605880965894655e-01,1.544511901892865913e+00,-1.678377541236352188e+00,-1.561495000487757689e+00,3.974851893327119523e+00
-2.383475898912908342e+00,3.278539748537067644e-01,-1.400643922890789650e+00,-2.622640464691629703e+00,-5.806388282067759254e-01,2.062097106273515779e-01,3.117084806486105641e-01,1.891862382566643852e+00,4.470873459516065296e+00,-4.153423189347422273e+00
-2.183021969304406174e+00,-2.284184596386695798e-02,-1.288609502063416512e+00,-3.975019409154678662e-01,-1.622563237971640926e-01,1.022522074486561294e+00,1.743823650973731709e+00,-2.282515492966763482e-02,-2.621833981048553586e-01,-4.078507452521234811e+00
2.895978202338922003e+00,3.256634543099542478e-01,-1.446682128233718778e+00,1.694230910049167038e+00,3.917040078870154263e-01,-2.415129424948126435e-01,3.291233119906556426e-01,-1.553200001176647582e+00,-3.912007433032811843e+00,3.620940312296372809e+00
