-1.157817216645478453e+01,1.216308604800814663e+01,-3.379335778022657388e-02,-1.120318779523046437e+01,2.000669951067257557e+01,3.029406364015652109e-01,-5.296807891685212155e+00,-3.917207498586017245e+00,-1.070645469477028655e+01,-1.225228083813965796e+01,2.996288201185748346e-01,-5.656091780335675834e-01,1.135178359852511853e+01,5.392277421342605237e+00,-5.384872683758300305e+00,-8.794333235328515297e-01,5.103586931635898161e+00,-4.359224835017880828e+00,-1.440350315308364548e+00,5.379016918998840158e-01,1.535747406434579609e+01,-9.709202308486325483e-01,3.456591985790105070e-01,5.266117897316811458e+00,9.968473160889374185e+00,-1.288917763878972522e+01,-3.773992551587709521e+00,-2.767470916470677000e+00,-2.883677450111573393e+00,2.957212096117318278e+00
-1.252897346846131299e+01,5.806354977567005804e+00,-3.949318010484108576e-01,-9.092731636129359529e+00,2.736122358581593694e+00,-1.757130767517746106e-01,-2.682383408352316811e-01,-7.118356794854301839e+00,-8.144510849201743952e+00,-1.243832143694554837e+01,-5.271837449085980953e-01,-8.630666468370955524e-01,1.240958751768816448e+01,1.009993343349901318e+00,-4.538687144823828845e+00,-7.603550489263236400e+00,3.236390144621149378e+00,-1.846036970948852884e+00,5.087007731628065965e-01,3.013477766660816570e+00,1.607293919786556557e+01,9.471577558012613807e-01,2.378911116968278616e+00,1.104006155837116765e+01,8.041542968373091682e+00,-1.184107055387048213e+01,-3.674172192987086305e+00,-2.828389370441485973e+00,-3.942374509933970650e+00,1.508290322996951094e+00
-1.228834499534939972e+01,1.369639612112620952e+01,-1.080347487157635067e+00,-1.076422892317827262e+01,6.072415473911746631e+00,-1.284101456160953170e-01,-8.369262939490889064e-01,-7.323472954244683031e+00,-7.341964813854940708e+00,-1.311405462357975793e+01,3.786406527653137788e-01,1.665005704849591428e-01,1.095251130279635809e+01,4.380164483722828628e+00,-1.985913189689278546e+00,-8.232998087478245353e+00,6.168245075726538573e+00,-3.571324536334224753e+00,1.352966068219630946e+00,1.308377553810571969e+00,1.416460116076310882e+01,5.020438170130908651e-01,1.387108545499846413e+00,1.096868150123814978e+01,1.076398816733619057e+01,-1.098261324735856448e+01,-4.384646443653742232e+00,-3.013411887278385937e+00,-5.201973848976622961e+00,4.394614987114557891e-01
-1.397695506432068946e+01,9.596360903660190900e+00,-7.734517306922984448e-01,-1.454670161532409622e+01,1.998538440587126530e+01,1.877175376752309166e+00,-8.301422661435147177e+00,-3.730722328637499974e+00,-7.564555972795179883e+00,-1.404154146377799428e+01,-3.010770655091667081e+00,3.781408848501928710e-01,1.111562032442672887e+01,3.823737258542162731e+00,-4.314613307427098476e+00,4.841755121784705906e+00,4.245022165486596499e+00,-1.463708199421003053e+00,-2.075282660864517847e+00,1.877438812338705576e+00,1.560249821306742568e+01,-1.635252798283943099e+00,-1.642174303782074185e+00,7.060453332003178595e+00,1.160394228103120895e+01,-1.170163146273537258e+01,-5.913009431834501228e+00,-2.582877015247164287e+00,-1.723982096819195675e+00,1.138634585876071359e+00
2.142879053453365934e+00,5.621212423813257253e+00,-1.462876987821894792e+00,-1.418119231169468364e+01,3.283470498347861088e+00,-8.468446118376468101e-01,-7.853203641021918813e+00,1.664683495336316543e+00,9.005900147990254512e-01,-1.478983708985263945e+01,-1.433685174686858410e-01,4.733640967048557413e-01,1.266874096216062107e+01,4.561014803159368469e+00,-2.499089435968627093e+00,1.321518167774800023e+00,5.294115856931446373e+00,6.974614274750268628e+00,-7.738865019690631397e-02,5.785177864628983535e+00,3.911955436691747501e+00,9.298615865536473679e-01,-5.177265642190874428e-02,1.029863217341131509e+01,6.720786927631198893e+00,-5.017547676883109986e+00,-5.554876741573733234e+00,-3.808515048328189323e+00,-3.914716517192389666e+00,-2.274414587068541493e+00
-1.347497442950145796e+01,3.483945671473831496e+00,6.612702961111475153e-01,-9.444176702748155350e+00,1.393786498373656357e+01,2.060565410154007182e+00,-6.695266434125398014e+00,-7.020793316471044321e+00,-8.059188567837058059e+00,-1.362752652954485377e+01,9.831744130694478057e-02,-1.744284004084186490e+00,1.025130284027113703e+01,4.315325610417552582e+00,-7.413369675688594285e+00,-7.014826844956361995e+00,2.485656983663535158e+00,-9.615297444056369880e-01,-1.298517615095788669e+00,4.208658061461258981e+00,1.325247480446897796e+01,-5.195362203481985741e-01,1.318482098673917413e+00,9.751444790309133026e+00,9.027939466734247631e+00,-1.218509745305460434e+01,-2.216570410210399800e+00,-1.500400874215209734e+00,7.423431897929679835e-01,-1.533134954241976988e+00
2.352946805817137665e+00,1.326090734610426480e+01,2.120903170360362855e-01,-1.223450193232631555e+01,8.851078510314616565e+00,-2.061940530001797889e+00,-7.891757349581596692e+00,3.301739499465798477e+00,-9.800224665720360662e-01,-1.317768373604751275e+01,4.728692557584746742e-02,1.545738549433267606e-01,1.351279717274277026e+01,5.026341419778979969e+00,-2.389804620102574439e+00,9.674888284987162024e-01,7.365147173984124329e+00,1.037287469020645503e+01,-4.613400067416501549e-01,1.758923232865129860e+00,7.204089771074833060e-01,1.041550297685373827e-01,8.973424904988430706e-02,6.268192152415726248e+00,7.917781330567037479e+00,-4.455825707142995640e+00,-5.116885781742895212e+00,-3.768069870241983921e+00,-3.240117128333444008e+00,7.716844078891936798e-01
-1.319577430619717440e+01,4.183806870670608191e+00,-4.874212147479826118e-01,-1.558958192404583443e+01,2.087136283896804656e+01,1.300943804486783151e+00,-6.438984756506544116e+00,-1.800200858591833430e+00,-9.348543092939610943e+00,-1.350499234429420525e+01,7.287837025600124585e-01,4.660895555502870269e-01,1.216733657732106977e+01,6.701231317977213386e+00,-5.199271365956461999e+00,3.606194537453918603e+00,4.328517597524890625e+00,-1.420244723313821122e+00,-1.365747009133838896e-01,4.889130253315888908e+00,1.205199015171237420e+01,-1.986278102684478020e+00,-1.211262741852620506e+00,1.004636678550794748e+01,7.019253168946690380e+00,-1.242959206720317589e+01,-4.781823039358251926e+00,-5.549624107966982578e+00,-2.439471037684226573e+00,3.594037769483916289e+00
-9.052052651229729463e+00,6.662902664421390675e+00,1.323523308520794806e-01,-1.525714614010661663e+01,2.240732783128755656e+01,-7.114636444302444573e-01,-8.322510034045562222e+00,4.016399516483776466e+00,-8.665881377287623977e+00,-1.230185286700168490e+01,-5.616698883875682613e-01,2.105795597062926738e+00,1.259550474147728139e+01,3.246128031148153070e+00,-3.247773083419820406e+00,4.421767186328643184e+00,8.057916238371778395e-01,8.282153101274985829e+00,8.230132664397692421e-01,2.872733719239085382e+00,2.239934288575109012e+00,-1.291081538498046744e+00,-1.067957351158665968e+00,9.547023660499643682e+00,1.091683398193557153e+01,-1.210720712420079437e+01,-4.086495556986976752e+00,-3.480512910617028943e+00,-1.008337048272829550e+00,-5.911131162384272386e+00
1.775699742965444639e+00,7.528424794795620656e+00,4.651132498490744283e-01,-1.237365098101862415e+01,8.083110545832923322e+00,-9.227255664406446289e-01,-8.478518748545656791e+00,2.722893216511240055e+00,2.248921849510025162e+00,-1.334284285538401882e+01,6.889850669116086568e-01,1.956669362762472053e-01,1.181407785546843137e+01,6.945114007484773921e+00,-2.497232832536927738e+00,1.955041250539292008e+00,2.867621376850680193e+00,1.001665776012089992e+01,-3.987179993887432494e-01,2.390164477391787390e+00,7.971222145728019681e-01,1.155057961065682481e-01,-4.810294430236900509e-01,9.472456578264081273e+00,8.887205280278154262e+00,-3.575572658898697576e+00,-5.681793009913102210e+00,-1.744737550656255243e+00,-5.332940546078946298e+00,2.240026537607630708e+00
