-1.5286,0.31629,1
5.1286,0.5595,1
-10.825,0.41,1
-8.5174,0.2975,NaN
-9.0661,0.2438,NaN
-3.0357,0.26436,1
-4.6071,0.55393,1
-4.805,0.11085,1
-19.964,0.18059,1
-22.169,0.29145,NaN
-14.568,0.053955,1
-24.3,0.69873,1
-20.017,0.14311,1
-12.166,0.28214,NaN
-11.163,0.24158,NaN
-5.5222,0.46239,1
-9.6207,0.1897,NaN
-5.91,0.266,1
-8.8955,0.067773,1
-7.9786,0.28493,1
-6.9591,0.36814,1
-6.9214,0.43143,1
-6.2875,0.25212,1
-7.1851,0.38939,NaN
-8.0778,0.11711,1
-5.2111,0.36661,1
-3.1182,0.37459,1
-3.725,0.29338,1
-4.2312,0.33713,1
-4.4944,0.69883,1
0.98571,0.56825,1
-3.25,0.39125,1
-8.9063,0.33338,1
-10.427,0.71418,1
-5.1268,0.5405,NaN
-3.1937,0.54913,1
-0.49,0.5327,1
-3.0173,0.50308,NaN
-2.2666,0.49747,NaN
0.52,0.5923,1
-0.42727,0.50001,NaN
-4.7,0.22837,1
-5.2083,0.55944,1
-6.2281,0.35866,1
0.1,0.6145,1
3,0.81277,1
3.2684,0.96708,1
0.85312,0.89878,1
-0.77727,0.35173,1
-2.55,0.3572,1
-3.0906,0.50206,1
2.9889,0.70223,NaN
0.76818,0.7355,1
2.2785,0.75937,NaN
1.3559,0.75955,NaN
2.7833,0.82395,1
3.8235,0.7735,1
0.24545,0.84355,1
1.0133,0.8101,1
0.1625,0.47756,1
-4.5192,0.34027,1
-5.8812,0.42022,1
-4.9889,0.38461,1
-3.8024,0.63317,1
-4.655,0.6328,1
-2.2833,0.912,1
-5.2065,0.48802,1
-9.193,0.35699,NaN
-15.82,0.4299,1
-12.141,0.56466,1
-10.232,0.40911,1
-9.6522,0.29224,1
-10.7,0.23178,1
-10.7,0.251,1
-5.4654,0.56561,NaN
-0.84545,0.91832,1
-3.9371,0.72889,NaN
-7.3188,0.0021875,1
-4.35,0.29927,1
-3.0668,0.77532,NaN
-2.6,0.1811,1
-1.3444,0.27817,1
2.0889,0.44053,1
7.8222,1.3713,1
12.394,1.0769,1
4.7911,0.80469,NaN
8.0773,0.63714,1
6.0458,0.89148,NaN
0.28125,1.1109,1
5.0308,0.8712,NaN
0.99,0.6747,1
0.31,0.5372,1
-0.89167,0.33283,1
2.2909,1.4079,1
4.7273,1.3695,1
3.1701,0.38401,NaN
2.8636,1.4254,1
2.2409,0.90527,1
0.05,0.19861,1
6.07,0.7815,1
10.827,2.316,1
3.1305,1.7448,NaN
2.2259,1.7847,NaN
2.2045,0.90905,1
1.4191,1.6214,NaN
1.8565,1.5321,NaN
2.8595,1.5229,NaN
4.2563,1.6355,NaN
5.7816,1.8724,NaN
7.1497,2.192,NaN
8.1217,2.5168,NaN
8.569,2.7552,NaN
8.5189,2.8307,NaN
8.1332,2.708,NaN
7.6663,2.4062,NaN
7.4008,1.9991,NaN
6.185,0.911,1
10.707,1.1797,1
11.256,0.94578,1
10.898,1.441,NaN
14.339,1.8329,1
10.65,1.4935,1
14.284,2.8112,NaN
14.389,3.1565,NaN
11.746,2.9191,1
14.344,2.5206,1
11.409,2.9394,1
8.2393,2.1096,1
11.4,2.1609,1
11.61,1.3367,1
15.131,4.4923,1
12.933,4.1792,1
14.462,4.2493,1
22.378,7.1329,1
17.102,4.8562,NaN
13.596,5.248,1
20.218,5.3316,1
20.769,5.8451,1
14.104,2.7886,1
11.582,3.3191,1
6.2091,2.2475,1
10.031,2.3872,1
11.104,2.2967,1
10.042,3.3986,1
16.47,0.99617,1
14.019,4.0248,1
17.721,4.9434,1
18,5.5339,1
6.965,3.975,1
11.243,3.4978,NaN
4.7125,3.1064,1
7.0812,2.8901,NaN
4.065,2.4317,1
5.0654,2.0402,1
7.3476,3.9402,NaN
8.2229,4.6303,NaN
9.0617,5.2456,NaN
9.6147,5.6491,NaN
10.286,4.5167,1
9.4167,5.1036,1
11.717,5.6323,1
8.0387,4.8588,NaN
7.4785,4.505,NaN
7.3202,4.3149,NaN
7.6832,4.3296,NaN
8.5592,4.5233,NaN
9.8018,4.815,NaN
11.18,5.0994,NaN
12.436,5.2826,NaN
13.358,5.308,NaN
13.824,5.1721,NaN
13.84,4.9217,NaN
13.533,4.6391,NaN
13.111,4.4125,NaN
12.8,4.3113,NaN
12.779,4.3688,NaN
13.14,4.5768,NaN
13.862,4.8923,NaN
14.823,5.2527,NaN
15.837,5.5957,NaN
16.702,5.8716,NaN
17.26,6.0533,NaN
17.723,6.8586,1
14.07,5.5393,1
16.797,6.0631,NaN
17.65,8.9043,1
15.828,5.8363,NaN
15.624,5.721,NaN
15.722,5.6265,NaN
15.495,6.7875,1
16.086,3.2945,1
18.805,5.1937,1
20.61,8.5514,1
18.051,5.4709,NaN
18.021,5.4103,NaN
15.845,4.2516,1
15.844,1.6512,1
15.1,4.9614,NaN
17.8,5.7946,1
19.375,6.4096,1
19.989,5.8644,1
15.792,4.4508,NaN
13.25,4.2923,1
11.883,3.1122,1
16.773,5.0925,NaN
14.006,6.4064,1
18.66,6.1794,1
16.863,5.744,NaN
15.503,3.9306,1
13.813,4.332,1
15.879,5.2455,NaN
15.979,4.7339,1
16.35,2.8436,1
19.42,3.9999,1
17.567,4.8007,1
19.076,5.233,1
17.046,3.9753,1
17.663,4.7593,1
19.374,6.2918,1
18.392,6.2645,1
18.593,6.2051,1
17.389,4.5481,NaN
15.064,4.2671,1
16.746,3.8991,NaN
17.54,3.3466,1
15.307,3.1959,1
13.9,4.6174,1
17.076,4.5386,NaN
11.127,2.8068,1
15.288,7.3715,1
21.093,6.7346,1
17.322,5.3292,NaN
16.261,3.55,1
19.554,7.4199,1
15.636,4.7258,NaN
16.888,4.7014,1
14.717,3.6617,1
17.133,6.9872,1
18.054,6.8313,1
14.566,5.0213,NaN
14.768,5.1085,NaN
14.926,5.0787,NaN
15.3,4.9124,1
11.525,2.8075,1
12.221,3.6522,1
14.082,3.9711,NaN
17.233,3.0952,1
13.433,3.5171,NaN
10.65,4.6991,1
9.34,3.4189,1
8.7417,2.0754,1
13.047,2.8234,1
19.124,4.2888,1
19.058,3.503,1
16.22,4.1699,NaN
21.042,4.7393,1
16.282,5.7412,1
10.588,2.2315,1
16.41,2.599,1
15.546,2.501,1
18.241,4.3279,1
21.1,6.3725,1
9.4333,2.8897,1
14.036,4.042,NaN
5.24,2.1273,1
13.662,4.1981,NaN
13.041,5.717,1
15.064,3.95,1
10.965,3.6929,NaN
9.7144,3.3753,NaN
13.942,4.1205,1
7.4214,2.9439,1
2.775,2.1614,1
1.71,2.4303,1
4.1136,2.3174,1
3.6625,2.0051,1
8.9682,3.32,1
13.24,4.6635,1
8.8818,3.756,1
6.296,3.2389,NaN
5.2591,2.2879,1
5.1179,2.8187,NaN
4.7991,2.6463,NaN
11.336,4.6613,1
2.5909,2.1314,1
3.1318,2.0315,1
4.1786,2.5664,1
11.539,3.6709,1
16.819,6.0445,1
8.9643,3.3033,NaN
3.27,3.0426,1
3.1846,1.867,1
2.4342,1.2925,1
-0.10833,1.8186,1
8.1071,2.5637,1
10.879,2.3801,1
12.305,1.3481,1
9.3353,2.4433,1
9.9313,1.8341,1
9.7882,2.1658,1
5.7688,2.3746,1
7.475,2.5733,1
4.7462,1.8816,NaN
4.2944,1.5836,1
0.27381,1.3325,1
-3.55,1.5932,1
-3.6296,1.0455,1
-3.4552,0.80467,1
-5.32,1.0594,1
-0.84545,1.278,1
-1.9341,1.6749,NaN
-0.8375,0.69917,1
0.25238,1.1376,1
-2.1516,1.509,NaN
-3.4636,1.4088,1
-5.3088,1.0192,1
0.89318,1.1739,1
-2.4875,1.0162,1
-2.8667,0.67547,1
-2.6167,0.90125,1
0.3,0.732,1
-0.7662,1.0842,NaN
-4.6773,0.24991,1
-6.45,0.6671,1
1.4231,0.70742,1
5.4929,0.96664,1
1.9778,0.69904,1
5.0542,1.399,1
2.6296,0.68881,1
1.4267,0.2128,1
10.8,0.92867,1
8.8025,1.6265,1
13.325,2.3577,1
1.4273,0.90427,1
9.3173,0.68348,1
8.2975,0.38743,1
6.9647,1.064,1
4.9143,0.83536,1
5.0605,0.4721,NaN
-3.2,0.35041,1
-2.7,0.4139,1
-1.5833,0.25696,1
-1.1357,0.42786,1
-1.7531,0.37256,1
1.4154,0.49087,1
-1.1442,0.43828,NaN
1.1571,0.36169,1
3.7625,0.39875,1
-2.064,0.31524,1
-5.2167,0.17768,1
-5.8167,0.04625,1
-2.575,0.13194,1
-8.0955,0.21945,1
-8.1375,0.0785,1
-28.52,0.23894,NaN
-17.081,0.16406,1
-18.091,0.32091,1
-15.033,0.25067,1
-12.941,0.38182,1
-10.892,0.13263,1
-12.219,0.28489,1
-3.7479,0.20652,1
-14.942,0.36957,NaN
-16.063,0.33566,NaN
-16.063,0.33566,NaN
