-3.837,1.8389
-5.175,1.8064
-5.232,4.32
-1.934,2.5501
-3.76,1.753
-2.776,2.1197
-3.704,4.0611
-3.702,4.2116
-6.158,3.3836
-3.101,2.6947
-2.628,1.2744
-2.935,7.479
-2.154,2.5254
-3.21,5.1677
-1.362,1.6095
-1.349,4.3955
-4.512,3.7099
-3.653,6.3041
-1.523,3.5827
-2.219,3.891
-1.341,5.1429
-1.442,1.5552
-5.494,3.6151
-1.706,10.821
-3.102,6.6173
-2.401,4.0466
-3.375,4.1004
-1.725,15.113
-2.054,8.8769
-2.708,4.3709
-0.332,4.7175
-1.59,10.868
-3.392,5.313
-2.446,7.0552
1.232,6.4457
-1.998,5.7518
-1.124,8.2902
-0.894,6.9782
-2.932,15.942
-0.504,15.428
-0.685,4.875
-1.727,6.8392
0.271,4.1563
-3.743,13.248
-2.899,9.7368
-3.446,5.8357
-5.684,12.031
-1.817,11.048
-2.233,11.289
-1.692,7.7298
1.005,5.8185
-1.465,7.3642
-2.983,12.238
-0.572,8.8882
-1.316,9.8442
-0.365,8.7024
-2.041,7.9971
-0.256,20.078
1.429,9.8394
-2.307,10.883
0.683,24.873
-2.636,5.3459
0.333,10.349
2.535,6.5967
-0.12,13.188
-0.432,25.794
0.747,33.629
0.362,25.604
-1.344,10.701
-0.786,8.9676
1.685,11.248
0.296,27.912
1.659,7.0743
0.676,37.393
-1.296,19.174
0.311,18.15
0.206,13.415
0.001,15.216
2.684,21.669
-1.044,12.422
1.58,24.087
-0.601,1.424
1.083,15.129
0.322,24.806
0.494,14.431
0.348,7.2526
1.063,20.518
1.15,33.043
2.499,41.414
1.878,6.181
-0.392,75.186
2.717,21.793
1.13,29.392
1.526,21.15
3.092,19.843
3.035,25.796
0.695,29.187
3.885,29.839
1.718,51.178
2.668,31.205
3.015,25.478
2.669,29.154
3.779,24.684
1.53,42.851
1.402,27.613
2.214,22.947
4.059,16.934
1.314,97.573
4.516,31.672
4.544,30.876
2.945,36.873
3.033,32.925
3.715,15.707
6.238,13.787
2.78,32.158
3.582,70.565
3.981,39.988
3.665,16.958
4.559,25.102
1.623,37.465
5.774,10.399
2.046,33.419
5.037,36.43
5.971,40.73
5.968,56.06
4.164,31.831
-1.701,38.381
4.938,32.242
6.416,31.699
3.305,78.176
2.956,32.259
5.591,48.789
5.97,33.251
3.481,48.858
3.313,14.662
5.02,34.734
3.139,30.307
7.221,41.38
3.292,27.468
5.116,90.016
3.593,36.13
6.387,49.085
3.381,25.104
