4.0167,66.983
4.3833,81.617
4.2833,72.717
2.0333,53.967
4.8333,76.167
1.8333,48.167
5.45,83.55
1.6167,52.383
4.8667,85.133
4.3833,68.617
1.7667,58.233
4.7333,77.267
4.2167,79.783
1.9,52.1
2.8333,65.167
4.5,71.5
4.0667,73.933
3.7167,70.283
3.5167,81.483
4.4667,70.533
2.2167,62.783
4.8833,71.117
2.6,55.4
4.15,86.85
2.2,47.8
4.7667,82.233
1.8333,46.167
4.6,88.4
2.2667,51.733
1.8833,58.117
4.2667,82.733
2.0833,46.917
4.4667,75.533
1.7667,41.233
4.3333,84.667
2.1833,57.817
4.4833,79.517
3.8833,65.117
3.3333,70.667
1.95,48.05
3.5333,69.467
2.1667,59.833
4.5,74.5
2.0167,51.983
4.15,75.85
4.2,68.8
4.3333,76.667
1.9333,60.067
4.65,76.35
3.8167,67.183
4.0333,74.967
4.1667,76.833
4.6667,69.333
4.45,75.55
2.05,47.95
4.25,82.75
1.9167,49.083
4.6667,77.333
1.7333,56.267
4.3833,76.617
1.7667,47.233
4.6,87.4
1.8667,48.133
4.45,83.55
1.6333,60.367
5.0333,87.967
1.8167,54.183
5.1,83.9
1.6333,49.367
2.9333,66.067
4.7333,70.267
3.9,73.1
1.95,51.05
4.1167,75.883
1.8,53.2
4.6667,82.333
1.8333,51.167
4.7,80.3
2.1167,58.883
4.7833,88.217
1.8167,52.183
4.1,71.9
4.2167,66.783
4.1333,72.867
3.9333,72.067
3.75,90.25
4.4167,70.583
2.4667,47.533
4.1667,78.833
3.8,78.2
4.3167,67.683
3.8667,73.133
4.6833,70.317
1.7,63.3
4.9667,74.033
4.2667,67.733
1.9833,62.017
4.6,75.4
0.83333,48.167
4.9167,83.083
1.7333,52.267
4.5833,80.417
1.7,49.3
4.75,91.25
1.8333,48.167
4.5,75.5
1.8667,76.133
4.45,76.55
1.9333,47.067
3.7,80.3
2.8667,54.133
4.8333,79.167
3.45,69.55
4.3833,73.617
1.8,55.2
4.4,74.6
2.4833,54.517
4.5167,85.483
2.1,59.9
4.35,82.65
4.3667,73.633
1.7833,50.217
4.9167,93.083
3.8667,80.133
1.85,48.15
4.7,78.3
2.0167,57.983
4.4667,75.533
1.8667,48.133
4.1667,83.833
1.9,48.1
4.25,79.75
3.25,70.75
4.2167,71.783
1.8833,63.117
4.9833,84.017
1.9667,49.033
2.3833,66.617
4.4167,87.583
4.2167,63.783
4.45,76.55
1.75,53.25
4.5,88.5
1.6167,51.383
4.7,79.3
2.5667,67.433
3.7,69.3
4.2333,88.767
1.9333,48.067
4.1333,75.867
1.8833,47.117
4.4667,86.533
1.95,51.05
4.2167,81.783
1.7167,47.283
4.45,74.55
4.25,84.75
3.9667,83.033
4.3833,71.617
1.9667,57.033
4.45,75.55
4.2667,84.733
1.9167,43.083
3.2833,70.717
1.8333,63.167
4.6167,73.383
1.8333,55.167
4.6167,82.383
4.6,67.4
4.25,79.75
1.9333,45.067
4.9833,79.017
1.9667,55.033
4.3,82.7
4.2,63.8
4.5333,81.467
4.4,70.6
4.5,91.5
2.75,60.25
4.7333,79.267
3.9667,72.033
1.95,60.05
4.9667,78.033
1.85,48.15
1.9333,46.067
4.3333,88.667
1.6667,45.333
4.7667,82.233
1.95,49.05
4.6833,73.317
1.9333,52.067
4.4167,82.583
2.1333,49.867
4.0833,80.917
