89.2,-4.3
58.7,-6.4
53.6,-9.2
86.5,-6.3
86.5,-7.9
45.9,-9.2
51,-9.9
54.1,-10.8
95.2,-2
97.1,-0.1
96.6,-0.1
94.2,0.4
94.7,1
90.5,-1.2
72.5,-3.8
90.8,-1.9
85.3,-0.1
85.3,-0.1
83.6,1.6
91.8,-2
79.2,-3.1
79,-3.5
88.7,0.3
88.3,-2.7
73.4,-3.9
79.2,-1.9
77.6,-3.9
68.6,-5.9
45.2,-5.7
40,-5.7
46.6,-7.2
66.3,-7.1
86.8,-0.4
87.6,2.4
70.1,1.2
91.5,1.4
86.8,0.7
77.2,-1.3
73.1,-5
86.5,-2.8
84.8,-0.1
78.5,-4.9
77.3,-6.3
81.3,-7.5
77.4,-7.3
70.5,-7.4
82.5,-5.3
83.8,-2.8
69.6,-6.7
90.8,-7.6
88.6,-2.9
79.7,-1.9
77.7,-2.5
90.5,-1.7
83.1,-2.4
78.1,-3
104.4,0.1
101.6,1.3
112.3,4
108.1,3.4
94.3,1.2
83.2,-0.2
86,0
88.9,-2.5
73.6,-3.3
100.9,-3
96.7,-0.8
100.3,-1.9
90.6,-1.2
95.8,-1.1
101.4,-0.3
97.8,3.2
106.9,5.3
107.6,3
94,2.6
95.3,4.5
89.4,4.1
100,3
85.2,-3.7
96.3,-3.3
115.4,0.4
105.9,2
96.6,-1.9
92.5,-1.9
94.4,0.7
93.3,3.3
110,1.8
100,-0.4
86.5,0
78.3,0.6
78.6,1.5
62.9,4.1
118.8,6.6
118.6,7.4
121.7,7.8
120.9,9.2
123.2,8.4
111.5,7.2
126.8,9.4
132,11.5
134.5,11.1
120.9,9.7
134.8,10.8
136.5,11.2
144.4,12.3
113.3,4.9
105.4,4.5
104.9,5.1
110,7.1
109.2,8.9
121,10.6
135.1,10.9
119.4,6.8
116.7,4.4
135.4,10
124.5,10.2
102.2,5.3
103.8,2.5
94.7,2.4
107,4.4
115.3,7.9
138.3,9.3
132.4,9.2
96.9,5.3
101,5.1
92.5,9.1
120.7,12.8
118.3,12.6
110.5,12.5
119.1,12.5
114.7,12.8
106.7,12.4
112,13.5
94.1,11.6
91.8,7.8
94,8.6
97.7,12.7
104.7,8.3
116.8,12.3
146.4,16.3
138.8,17.1
100.4,15
117.9,16.9
116.3,21
129.4,21.3
125.2,13.5
95.1,7.5
86,9.6
112.9,10.6
115,9.8
111,10.3
110.7,10.7
142.1,12.9
132,13.5
121.7,10.7
123.9,11.4
109.1,9.4
97,8.9
96.4,10.7
109.5,10.2
96.8,12.1
103.1,11.2
112.1,11.5
110.4,14.8
115.4,17.4
97.5,14.5
91.6,13.1
114.8,14.7
113.3,18.4
104.4,12
90.3,8.8
90.9,8.5
89.1,6.8
80.2,7.7
100.2,11
97.3,12.8
113.4,13.3
106.2,13.3
125.7,15.4
140.8,17
