0.000000000000000000e+00,-1.085828031777147373e-05,3.097072832629332861e-05,3.659026735142179021e-05,1.801578252053070983e-05,4.630223244607156730e-04,1.002996615193096908e-06,2.785508100569544787e-05,-7.861875869487056079e-04,1.299176213764852150e-05
-1.399353609010943966e+00,0.000000000000000000e+00,-3.289549278430448087e-05,-2.204167989672267680e-05,-9.840846214026477412e-06,-8.860804814320166756e-05,7.569759879200166353e-06,-3.029468413968949836e-05,7.129817025003926112e-04,-4.628114536588123773e-06
-6.662491319561807401e-01,2.826048009653520099e-02,0.000000000000000000e+00,1.581002839999336107e+00,1.195587964377138324e-01,2.824803503692935314e-03,-1.142679992366464337e+00,1.355763201755117331e+00,-1.897250636590796236e-01,-1.403202709123850367e+00
-5.062130326921931989e-02,-6.944287824124524278e-01,1.076600092317359092e-05,0.000000000000000000e+00,-7.300995176450442159e-03,-1.749172433219092770e-03,1.979533327367555273e-06,8.327178278422220359e-06,-1.294145440239811595e+00,-1.119051917022884091e-05
4.941755850929901994e-02,-1.365569888421227951e+00,-3.356099307856574843e-06,-3.833884318847569084e-03,0.000000000000000000e+00,1.156793626887697712e-03,-1.284099773543601053e-05,-1.884998377196661634e-04,9.625094923372490285e-01,1.442438039134241734e-05
3.171290582996494356e-02,7.410400810291373208e-03,-1.113902914565145785e-05,-1.052278418263244419e-02,1.991837500340501443e-02,0.000000000000000000e+00,1.406516611451857912e-05,1.117560017055430066e-05,-7.352818950409012455e-03,3.023860406709680260e-02
-1.088860639048264967e-01,-5.748935358906870352e-02,-1.470226943695723820e-05,-1.549677127587915315e+00,-1.025837168561296142e+00,1.337518504864578794e+00,0.000000000000000000e+00,1.250288786175181910e+00,3.472737784469390188e-02,-1.210468833928990406e-02
1.085440378106825587e+00,1.308605025180725745e-02,-4.419478325384806894e-07,1.772301216433504800e+00,-2.430533445198226894e-02,1.298502360825918966e+00,1.091263202587788861e-05,0.000000000000000000e+00,-1.925137544553778612e+00,-5.349931430406040800e-02
2.658380801779380853e-03,1.748395629193127965e-02,-1.579458116428289483e-05,-1.180298569569693257e-05,1.416853115412952668e-05,3.896059621365161041e-03,-1.120101841109444329e-05,-1.064134405165395592e-05,0.000000000000000000e+00,2.575220219391827214e-05
-1.370504052651494442e-01,1.020826137213174389e-01,-1.220666560641792131e-05,-1.338921294467915191e+00,1.051833012181175198e+00,6.370385138770306988e-04,4.412525308170045513e-05,-8.063935445737357988e-05,2.208278679469244388e-02,0.000000000000000000e+00
