0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.648489745397920370e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.481411617927443025e+00,0.000000000000000000e+00,-1.953605197001981431e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.189910430641222483e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.533277211027908482e-01,0.000000000000000000e+00
0.000000000000000000e+00,-9.716981330276741602e-01,0.000000000000000000e+00,-1.928058511151604648e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.138607463914938389e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-7.624333745672164930e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.561892437064470895e+00,9.011131435001960011e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.365462223624309690e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.291688336093128608e-01,0.000000000000000000e+00,-1.044523463352897696e+00,0.000000000000000000e+00,7.222660586244418202e-01,0.000000000000000000e+00
0.000000000000000000e+00,-7.119149163446398809e-01,1.484200409168355606e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.421963859889048054e+00,0.000000000000000000e+00,1.478469988157885995e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.607806102867712639e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.902521731340232725e+00,0.000000000000000000e+00,1.968304645720244883e+00,7.997477365271230543e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.510475692612764931e-01,0.000000000000000000e+00,-5.608181582856512915e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.294356183212497902e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.685000006354412827e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.150148111295914877e-01,0.000000000000000000e+00,8.373036167677609942e-01,0.000000000000000000e+00,-1.775827794743576549e+00,0.000000000000000000e+00
9.243419796423772983e-01,1.585528443778987828e+00,-1.726943713248518142e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.428248076620589835e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.422148074354249836e-01,0.000000000000000000e+00
8.273478195100713029e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.669011616263068820e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.825485723507138225e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.109837176304333539e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.824083670735708207e-01,-9.937173220309176713e-01,-1.356948035256528851e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.656055411409784295e+00
