0.002331,0.0016207
0.002451,0.0018692
0.0027322,0.0016474
0.0023923,0.0014472
0.002331,0.00072359
0.0023256,0.0011236
0.002445,0.0012107
0.0028169,0.0012579
0.0027248,0.0012579
0.0026525,0.0012107
0.0026596,0.0011364
0.002079,0.00075245
0.0025773,0.0013089
0.0025189,0.0010616
0.0025126,0.0011249
0.0028986,0.0014045
0.002451,0.0011947
0.002451,0.00098522
0.0027322,0.0011377
0.002331,0.0010277
0.002331,0.001328
0.0027322,0.001675
0.0025126,0.0015649
0.0027397,0.001073
0.0023923,0.0012107
0.002331,0.00086133
0.002809,0.0014065
0.002584,0.00093721
0.0023923,0.0012887
0.0027248,0.0011792
0.0027248,0.0017668
0.0026596,0.0014706
0.0028902,0.0010395
0.0021739,0.0010627
0.0025126,0.0013089
0.002584,0.0015432
0.0025773,0.0014065
0.0028986,0.0016207
0.0028986,0.0018382
0.0029762,0.0015649
0.0031847,0.0015924
0.0028986,0.0015674
0.0028011,0.0016207
0.0029851,0.0015898
0.002994,0.0014493
0.0027322,0.0012739
0.002809,0.0011249
0.0025773,0.0012755
0.0026525,0.001385
0.0030864,0.001675
0.0029851,0.0016779
0.0028818,0.0021231
0.0029851,0.0019881
0.0026525,0.0018349
0.002809,0.0019493
0.0028986,0.0022779
0.0029851,0.0022222
0.0029851,0.0022222
0.002331,0.0015432
0.0028902,0.0021231
0.002809,0.0018382
0.002809,0.002079
0.0027397,0.0015152
0.0028169,0.0020284
0.0028011,0.0017699
0.0028011,0.0018416
0.0028902,0.0017699
0.002809,0.0022222
0.0028169,0.0012255
0.0028986,0.0022222
0.002809,0.0017361
0.0023866,0.0019881
0.0028986,0.0014265
0.002809,0.0017699
0.002584,0.0020325
0.0029851,0.0014925
0.0028169,0.001385
0.0028011,0.0017699
0.0026525,0.00097466
0.002809,0.0010395
0.0029762,0.0018349
0.0027322,0.0018051
0.0027248,0.0017361
0.0026525,0.0021692
0.0026525,0.001992
0.0025126,0.001912
0.0028169,0.0019493
0.0026525,0.0015408
0.0026596,0.0019881
0.0027248,0.0018382
0.0028169,0.002079
0.002445,0.0011655
0.0025126,0.0017699
0.0025189,0.001992
0.0026525,0.0016181
0.0027248,0.0018382
0.0028986,0.0019493
0.0026525,0.0013477
0.002457,0.0014265
0.002584,0.0019881
0.0028986,0.001292
0.0028169,0.0021231
0.0028902,0.0022727
0.0023923,0.0013089
0.0026525,0.0016207
0.0025773,0.0014706
0.002584,0.001912
0.002809,0.0021692
0.0026525,0.0015432
0.0027248,0.0016207
0.002584,0.001996
0.002079,0.001005
0.0023866,0.001385
0.002584,0.0014286
0.002451,0.0015924
0.0026596,0.0019084
0.002584,0.001912
0.0026525,0.0021231
0.0026525,0.0014706
0.0026525,0.0021231
0.002809,0.0020325
0.0025189,0.0020747
0.002451,0.0015175
0.0025126,0.0011947
0.002584,0.0014706
0.0027248,0.002079
0.002809,0.0014706
0.002584,0.0010989
0.0022779,0.0013263
0.002331,0.0015408
0.0023866,0.00093721
0.0026525,0.0014925
0.0022727,0.0010616
0.0025773,0.0015408
0.002584,0.0013106
0.0026596,0.0012755
0.002451,0.0015175
0.002451,0.00095602
0.0025189,0.0015674
0.0023923,0.0013477
0.002584,0.0011377
0.002584,0.0016207
0.002457,0.0017391
0.0022779,0.00091075
0.0026525,0.0012723
0.0025189,0.0014728
0.0025126,0.0015949
0.0026525,0.0017361
0.002451,0.0013459
0.0027322,0.001992
0.002445,0.0013089
0.0025126,0.001073
0.0025773,0.0017699
0.0022173,0.0010277
0.0026525,0.0013459
0.0027248,0.00089286
0.0023256,0.0010604
0.002331,0.0015175
0.002584,0.0015924
0.0023923,0.0018018
0.0026525,0.001292
0.002809,0.0014925
0.0026525,0.0013661
0.0025063,0.0018051
0.002451,0.0014065
0.0020747,0.001292
0.0025126,0.0012422
0.002445,0.0015674
0.0026525,0.001992
0.002445,0.0017331
0.0026596,0.0012563
0.0025189,0.0015175
0.0027248,0.0013459
0.0025126,0.0015175
0.0026525,0.001912
0.0027248,0.001675
0.0026596,0.0020367
0.002584,0.0018727
0.0025189,0.0015175
0.0020704,0.0012739
0.0026525,0.0015152
0.0025773,0.0017065
0.0023866,0.0014706
0.0021692,0.0018018
0.002584,0.002079
0.002584,0.0019455
0.002584,0.001912
0.002584,0.0014925
0.0025063,0.001912
0.0023923,0.0014925
0.002451,0.0020284
0.0022272,0.0013624
0.0025189,0.0014245
0.0027322,0.0022779
0.0025189,0.0022173
0.002451,0.0014706
0.0023923,0.0017361
0.002584,0.0011806
0.0025189,0.0017391
0.0021786,0.0014948
0.0027248,0.0020325
0.0025126,0.001385
