3.2074,1.8483
3.076,1.7129
3.1261,1.841
3.8186,2.374
3.4221,2.0806
3.2816,1.801
3.0694,1.5165
3.2829,1.7898
3.0543,1.4801
3.3951,2.1253
3.64,2.1893
3.1733,1.621
3.2695,1.8103
3.3894,2.4085
3.0486,1.174
3.1118,1.4237
2.8527,1.3536
3.1159,1.4164
2.9688,1.6397
2.9989,1.3859
3.1161,1.4537
3.4267,1.4314
2.8306,1.5138
2.8224,1.4999
2.7783,1.5329
2.5847,1.572
2.3306,1.2869
2.3312,0.94104
2.3283,0.94442
2.3272,0.97949
2.7623,1.3234
3.006,1.692
2.841,1.4863
2.8649,1.5748
2.6111,1.3598
2.6945,1.3069
2.7621,1.6158
2.7002,1.2771
2.6201,1.2817
2.6076,1.1578
2.6891,1.1929
2.8093,1.1351
3.3815,2.231
2.6463,1.0775
2.5607,1.0173
2.6301,1.0829
2.5231,0.84772
2.6554,0.91087
2.7208,0.935
2.5581,0.76035
2.8996,1.0997
2.9469,1.1409
3.0043,1.1289
2.9243,1.0481
3.0671,1.1064
2.9519,0.98396
2.981,0.9126
2.9575,0.8839
2.8683,1.116
2.7958,1.1225
3.0061,0.98403
2.8063,0.84739
3.0744,0.9975
3.1572,0.91238
3.2214,0.94682
3.3138,1.2371
3.2731,1.0578
3.1669,0.94021
3.2947,1.0603
3.9292,2.1641
3.5829,1.514
3.814,1.7839
3.3379,1.2003
3.5194,1.3613
3.4314,1.4767
3.4524,1.1733
3.2047,0.82825
3.5488,1.2383
3.4804,1.2087
3.3711,1.2002
3.3721,0.76566
3.5867,1.6051
3.4212,0.55298
3.5487,0.68852
3.6286,0.90499
3.8257,1.4415
3.4491,1.135
3.3737,1.1261
3.8331,1.4642
3.9933,1.5039
4.0978,1.7195
3.9226,1.7068
3.9762,1.691
3.7675,1.4857
3.9189,3.7711
3.7848,1.3431
3.8103,1.5817
3.9667,1.3949
4.0244,1.4376
3.8786,1.2653
3.9685,1.3403
4.4104,1.8205
3.8167,1.2547
3.8192,1.281
4.2376,1.5785
2.8143,1.6173
2.863,1.5852
2.9999,1.7147
2.9956,1.7419
2.8918,1.5454
3.6692,1.836
3.6176,1.9357
3.6074,2.0243
3.1896,2.2585
3.8589,2.6467
3.7188,2.3907
3.7197,2.4621
3.3313,2.2822
2.9309,1.6686
2.5142,0.98447
2.6919,0.98431
3.0486,1.3555
2.5931,0.98035
