7.347785792256721349e-01,3.848805653356005330e+00,-1.458379037801708833e+01,-1.553136621706469001e+01,-2.284379811126528637e+01
9.466800894673009781e-01,3.200049922004453595e+00,-5.794249308116280694e+00,-6.556435777311767410e+00,5.774838670458117384e+00
1.624251261473352637e+00,1.675456291953172583e+00,-3.026280607439166381e+00,-1.296867317946825082e+01,-2.163070831292068874e+01
6.633280963545545861e-02,7.373919862027938699e+00,2.201876599506023524e+01,-3.272377591887695836e+00,-2.752952013816386323e+00
5.890935186596808065e-02,7.593489568595413353e+00,1.927355778804953790e+00,-1.005007936122542489e+01,4.746232825359140151e-01
-1.479993442370259871e+00,2.638947379064437371e+01,-5.499326944414418605e+00,-1.109636430369729609e+01,-6.030904500992103401e+00
-1.390933862137049504e+00,3.406173590406502427e+01,-6.932134127249684141e+00,-1.618091704591605762e+01,-3.544428454622192248e+01
2.066028542838710680e-01,5.414588081600571812e+00,-3.220664169532749810e-01,-1.274007724401937303e+01,-2.069560248851840001e+01
2.261640074581883653e+00,8.066833268081210484e-01,-1.603365626862618498e+01,-1.126858955102055759e+01,-1.785392314416437642e+01
1.290866945503275964e+00,2.372895168001849076e+00,-1.412797323626212176e+01,-9.692655584980474970e+00,4.125530869616049756e-01
1.483949066154410357e+00,1.902361766702478807e+00,-9.251270160944361720e+00,-1.166568942306754941e+01,-5.950664832413876226e+00
-2.739919145321591532e-01,7.037598384491015935e+00,-9.744288863713785886e-01,-1.445872228650089752e+01,-9.708235712832687270e+00
2.319419728139365589e+00,7.673744248603676654e-01,-1.243286683969047779e+01,-9.660960587921897158e+00,-9.337078221616303964e-01
5.009373918286451621e-01,4.901248262090851959e+00,9.477979648388483724e+00,-5.821548313133796171e+00,-1.494365071852260085e+00
1.896442161100310608e+00,1.252809985762108891e+00,-1.136261980047081543e+01,-1.805865353335379098e+01,-2.165779560720629604e+01
5.598712731382043950e-01,4.517459465313074851e+00,1.360874361322190751e+00,-8.011424254028350234e+00,-4.716212236032044203e+00
5.192038298989158918e-01,4.623639956766175452e+00,5.445204689348098981e+00,-6.759830761222203499e+00,-5.963892576421530478e+00
2.007535862633334778e-01,6.336619383472950062e+00,3.066081685418545977e+00,-1.087726521255225975e+01,-1.277452269327564593e+01
-3.057078689733052079e-01,7.531034731925635661e+00,-1.125347192160811360e+00,4.670915984898208612e-02,8.722369755746720799e+00
-8.897837036772551222e-01,2.097108776588829926e+01,-5.239477785104879715e+00,-1.375569214280144692e+01,-2.783162813157030513e+01
2.243354395491657660e-01,6.031525369100237732e+00,2.437427735645533744e+01,-2.782129174455316267e+00,-3.527168393346204578e+00
1.724638481058794193e-01,6.358971524221248117e+00,-3.338971898198497712e+00,-1.264989612168199073e+01,-7.560920476561811654e+00
